11-07-2022,12:32:05,Cris,4,10,90
11-07-2022,18:03:07,Cris,4,11,100
11-07-2022,18:04:02,Cris,1,4,70
11-07-2022,18:11:35,c,2,2,100
11-07-2022,18:14:27,c,4,10,190
11-07-2022,18:15:44,c,3,3,150
11-07-2022,18:18:42,c,3,5,130
11-07-2022,18:27:48,c,2,6,7
11-07-2022,18:29:19,c,3,4,10
11-07-2022,18:30:39,c,2,6,47
11-07-2022,18:31:37,c,2,6,-10
11-07-2022,18:33:47,c,2,17,-30
